Rank,Title,Author,Ratings,Price,No_of_Reviews,Cover_Type,Year_of_List,Genre
65,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal",Kelly Starrett,4.7,35.47,1483,Hardcover,2013,Non-Fiction
66,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,9.64,7763,Hardcover,2013,Non-Fiction
67,Looking for Alaska,John Green,4.6,8.99,16845,Paperback,2013,Fiction
68,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,4.6,13.71,9853,Hardcover,2013,Non-Fiction
69,Love You Forever,Robert Munsch,4.9,4.98,53161,Paperback,2013,Fiction
70,The Perks of Being a Wallflower,Stephen Chbosky,4.7,12.69,23935,Paperback,2013,Fiction
71,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,Diane Sanfilippo,4.6,14.5,4391,Paperback,2013,Non-Fiction
72,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,4.6,19.49,38220,Paperback,2013,Fiction
73,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",Dr Dr Michael Mosley,4.3,13.32,11176,Hardcover,2013,Non-Fiction
74,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,4.9,15.79,11859,Hardcover,2013,Non-Fiction
75,Divergent / Insurgent,Veronica Roth,4.6,15.99,19457,Hardcover,2013,Fiction
76,How to Win Friends & Influence People,Dale Carnegie,4.7,10.5,79094,Paperback,2013,Non-Fiction
77,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,4.6,22.07,2638,Hardcover,2013,Non-Fiction
78,The Hunger Games (Book 1),Suzanne Collins,4.7,11.69,42770,Paperback,2013,Fiction
79,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,Nick J. Tate,3.8,9.2,1003,Paperback,2013,Non-Fiction
80,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.7,9.49,19005,Paperback,2013,Fiction
81,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,12.1,16936,Paperback,2013,Non-Fiction
82,Night (Night),Elie Wiesel,4.7,5.49,8573,Paperback,2013,Non-Fiction
83,Fifty Shades Darker,E L James,4.5,13.99,32887,Paperback,2013,Fiction
84,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,4.5,12.99,9950,Paperback,2013,Non-Fiction
85,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,4.5,9.79,13075,Paperback,2013,Non-Fiction
86,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",E L James,4.5,13.88,32375,Paperback,2013,Fiction
87,The Alchemist,Paulo Coelho,4.7,25,3816,Paperback,2013,Fiction
88,The Catcher in the Rye,J.D. Salinger,4.5,8.99,30925,Mass Market Paperback,2013,Fiction
89,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,8.55,13911,Paperback,2013,Non-Fiction
90,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,19.59,2277,Hardcover,2013,Non-Fiction
91,MyMathLab: Student Access Kit,Hall H Pearson Education,4.2,75.49,4558,Printed Access Code,2013,Non-Fiction
92,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,9.48,24552,Paperback,2013,Non-Fiction
93,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.7,19.19,22727,Hardcover,2013,Non-Fiction
94,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,4.7,16.39,7514,Hardcover,2013,Non-Fiction
95,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,4.5,15.64,2349,Hardcover,2013,Non-Fiction
96,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,Kaplan,4.3,9.87,463,Paperback,2013,Non-Fiction
97,The Longest Ride,Nicholas Sparks,4.7,16.25,13380,Hardcover,2013,Fiction
98,Life Code: The New Rules for Winning in the Real World,Phil McGraw,4.4,15.59,3901,Hardcover,2013,Non-Fiction
99,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.5,12.8,9887,Hardcover,2013,Non-Fiction
100,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,4.8,19.81,13061,Hardcover,2013,Fiction
1,StrengthsFinder 2.0,Gallup,4.1,18.29,7082,Hardcover,2014,Non-Fiction
2,Frozen (Little Golden Book),RH Disney,4.8,5.91,7183,Hardcover,2014,Fiction
3,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4.99,10751,Paperback,2014,Non-Fiction
4,The Fault in Our Stars,John Green,4.7,6.1,62089,Paperback,2014,Fiction
5,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,4.8,11.99,13520,Hardcover,2014,Fiction
6,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,13.3,18840,Hardcover,2014,Non-Fiction
7,"The Blood of Olympus (The Heroes of Olympus, 5)",Rick Riordan,4.8,11.49,15170,Hardcover,2014,Fiction
8,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,4.9,7.53,31196,Hardcover,2014,Non-Fiction
9,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,12.79,33629,Paperback,2014,Non-Fiction
10,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.6,6.99,4838,Paperback,2014,Fiction
11,The Day the Crayons Quit,Drew Daywalt,4.8,9.19,19898,Hardcover,2014,Fiction
12,Divergent,Veronica Roth,4.7,8,9701,Paperback,2014,Fiction
13,The Fault in Our Stars,John Green,4.7,11.06,62089,Hardcover,2014,Fiction
14,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8.48,42848,Hardcover,2014,Fiction
15,To Kill a Mockingbird,Harper Lee,4.8,17.36,68841,Mass Market Paperback,2014,Fiction
16,Gone Girl,Gillian Flynn,4.1,15.99,66978,Paperback,2014,Fiction
17,The Book Thief,Markus Zusak,4.7,6.99,34536,Paperback,2014,Fiction
18,The Official SAT Study Guide,The College Board,4.4,41,1526,Paperback,2014,Non-Fiction
19,Humans of New York,Brandon Stanton,4.8,15.38,5377,Hardcover,2014,Non-Fiction
20,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,4,22.33,42846,Hardcover,2014,Fiction
21,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.7,144,12114,Paperback,2014,Non-Fiction
22,Wonder,R. J. Palacio,4.8,9.67,35698,Hardcover,2014,Fiction
23,The Book with No Pictures,B. J. Novak,4.8,9.9,16882,Hardcover,2014,Fiction
24,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,9.99,5033,Hardcover,2014,Fiction
25,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,23.99,7012,Paperback,2014,Non-Fiction
26,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,4.5,4.44,5687,Paperback,2014,Fiction
27,JOURNEY TO THE ICE P,RH Disney,4.6,8.15,1094,Paperback,2014,Fiction
28,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,24.29,12674,Paperback,2014,Non-Fiction
29,Little Blue Truck,Alice Schertle,4.9,9.99,1958,Board book,2014,Fiction
30,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.6,17.4,2226,Hardcover,2014,Non-Fiction
31,First 100 Words: A Padded Board Book,Roger Priddy,4.7,4.78,35236,Board book,2014,Non-Fiction
32,If I Stay,Gayle Forman,4.4,9.99,9994,Paperback,2014,Fiction
33,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,4.7,25.64,33321,Mass Market Paperback,2014,Fiction
34,Divergent / Insurgent,Veronica Roth,4.6,15.99,19457,Hardcover,2014,Fiction
35,Capital in the Twenty First Century,Thomas Piketty,4.5,19.38,4573,Hardcover,2014,Non-Fiction
36,Orphan Train,Christina Baker Kline,4.6,11.78,25199,Paperback,2014,Fiction
37,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,8.55,13911,Paperback,2014,Non-Fiction
38,How to Win Friends & Influence People,Dale Carnegie,4.7,10.5,79094,Paperback,2014,Non-Fiction
39,The Very Hungry Caterpillar,Eric Carle,4.9,4.93,54008,Board book,2014,Fiction
40,All the Light We Cannot See,Anthony Doerr,4.6,18.98,67291,Hardcover,2014,Fiction
41,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,9.64,7763,Hardcover,2014,Non-Fiction
42,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,14.54,33629,Hardcover,2014,Non-Fiction
43,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,25.99,14418,Hardcover,2014,Non-Fiction
44,The Alchemist,Paulo Coelho,4.7,25,3816,Paperback,2014,Fiction
45,Looking for Alaska,John Green,4.6,8.99,16845,Paperback,2014,Fiction
46,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,4.5,6.79,18656,Paperback,2014,Fiction
47,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,14.03,31128,Paperback,2014,Non-Fiction
48,Love You Forever,Robert Munsch,4.9,4.98,53161,Paperback,2014,Fiction
49,The Maze Runner (Book 1),James Dashner,4.6,9.57,15611,Paperback,2014,Fiction
51,Allegiant,Veronica Roth,3.9,12.04,24591,Hardcover,2014,Fiction
52,Yes Please,Amy Poehler,4.3,15.99,5531,Hardcover,2014,Non-Fiction
53,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,20.72,6269,Hardcover,2014,Non-Fiction
54,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,86676,Paperback,2014,Non-Fiction
55,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,17.99,9187,Paperback,2014,Non-Fiction
56,41: A Portrait of My Father,George W. Bush,4.7,9.98,2722,Hardcover,2014,Non-Fiction
57,Minecraft: The Complete Handbook Collection,Stephanie Milton,4.8,65,1410,Hardcover,2014,Fiction
58,Frozen: A Tale of Two Sisters,Melissa Lagonegro,4.6,4.99,1123,Paperback,2014,Fiction
59,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,10.25,9349,Hardcover,2014,Fiction
60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.7,6.92,29674,Paperback,2014,Non-Fiction
61,Divergent / Insurgent / Allegiant,Veronica Roth,4.7,62.5,3064,Hardcover,2014,Fiction
62,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,10.24,17368,Paperback,2014,Non-Fiction
63,Flash Boys,Michael Lewis,4.6,16.73,6241,Hardcover,2014,Non-Fiction
64,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,Rush Limbaugh,4.9,9.99,4504,Hardcover,2014,Fiction
65,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,26368,Board book,2014,Fiction
66,The Going-To-Bed Book,Sandra Boynton,4.8,3.97,15393,Board book,2014,Fiction
67,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,4.8,53.99,7640,Hardcover,2014,Fiction
68,The Real ACT Prep Guide,ACT,4.4,10.71,804,Paperback,2014,Non-Fiction
69,Gray Mountain: A Novel,John Grisham,4.1,16.21,28293,Hardcover,2014,Fiction
70,What to Expect When You're Expecting,Heidi Murkoff,4.8,18,29389,Paperback,2014,Non-Fiction
71,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,4.9,15.79,11859,Hardcover,2014,Non-Fiction
72,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,16.2,8182,Hardcover,2014,Non-Fiction
73,The Invention of Wings,Sue Monk Kidd,4.7,19.3,19656,Hardcover,2014,Fiction
74,Lord of the Flies,William Golding,4.6,5.99,31815,Mass Market Paperback,2014,Fiction
75,Night (Night),Elie Wiesel,4.7,5.49,8573,Paperback,2014,Non-Fiction
76,The Catcher in the Rye,J.D. Salinger,4.5,8.99,30926,Mass Market Paperback,2014,Fiction
77,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,4.6,15.29,278,Hardcover,2014,Non-Fiction
78,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,9.48,24552,Paperback,2014,Non-Fiction
79,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Gina Homolka,4.7,17.69,8256,Hardcover,2014,Non-Fiction
80,Fahrenheit 451,Ray Bradbury,4.6,8.29,34955,Paperback,2014,Fiction
81,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,14.48,20089,Hardcover,2014,Fiction
82,Paper Towns,John Green,4.4,7.68,10316,Paperback,2014,Fiction
83,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,7.5,6281,Paperback,2014,Non-Fiction
84,,George Orwell,4.7,7.48,72441,Mass Market Paperback,2014,unknown
85,The Outsiders,S. E. Hinton,4.8,9.49,30584,Paperback,2014,Fiction
86,MONEY Master the Game: 7 Simple Steps to Financial Freedom,Tony Robbins,4.6,14.86,10710,Hardcover,2014,Non-Fiction
87,Goodnight Moon,Margaret Wise Brown,4.9,5.36,24815,Board book,2014,Fiction
88,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,13.47,20015,Paperback,2014,Non-Fiction
89,Revival: A Novel,Stephen King,4.3,23.3,11359,Hardcover,2014,Fiction
90,Giraffes Can't Dance,Giles Andreae,4.8,6.9,28447,Board book,2014,Fiction
91,Minecraft: Redstone Handbook: An Official Mojang Book,Scholastic,4.7,18.23,842,Hardcover,2014,Fiction
92,Of Mice and Men,John Steinbeck,4.7,9.99,25434,Mass Market Paperback,2014,Fiction
93,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,JJ Smith,4.7,25.75,32825,Paperback,2014,Non-Fiction
94,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,4.7,20.97,9891,Paperback,2014,Non-Fiction
95,A Day in the Sun (Disney Frozen) (Pictureback(R)),Frank Berrios,4.6,3.99,734,Paperback,2014,Fiction
96,The Giver (Giver Quartet),Lois Lowry,4.7,17.1,26262,Mass Market Paperback,2014,Fiction
97,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,4.59,33598,Board book,2014,Fiction
98,Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,Danielle Walker,4.7,20,3350,Paperback,2014,Non-Fiction
99,Minecraft: Essential Handbook,Stephanie Milton,4.7,18.68,867,Hardcover,2014,Fiction
100,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,16.5,5803,Hardcover,2014,Non-Fiction
1,First 100 Words: A Padded Board Book,Roger Priddy,4.7,4.78,35236,Board book,2015,Non-Fiction
2,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Konda,4.5,8.32,28111,Hardcover,2015,Non-Fiction
3,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4.99,10751,Paperback,2015,Non-Fiction
4,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,4.7,9.99,15022,Paperback,2015,Non-Fiction
5,StrengthsFinder 2.0,Gallup,4.1,18.29,7082,Hardcover,2015,Non-Fiction
6,Go Set a Watchman: A Novel,Harper Lee,3.7,15.83,18592,Hardcover,2015,Fiction
7,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",Johanna Basford,4.7,12.15,8106,Paperback,2015,Non-Fiction
8,All the Light We Cannot See,Anthony Doerr,4.6,18.98,67291,Hardcover,2015,Fiction
9,The Girl on the Train,Paula Hawkins,4.1,14.24,91515,Hardcover,2015,Fiction
10,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4.5,6.91,4253,Paperback,2015,Non-Fiction
11,Diary of a Wimpy Kid #10: Old School,Jeff Kinney,4.8,8.78,14243,Hardcover,2015,Fiction
12,To Kill a Mockingbird,Harper Lee,4.8,17.36,68842,Mass Market Paperback,2015,Fiction
13,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,7.99,3924,Paperback,2015,Non-Fiction
14,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,4.5,8.49,3138,Paperback,2015,Non-Fiction
15,Humans of New York : Stories,Brandon Stanton,4.9,16.12,5061,Hardcover,2015,Non-Fiction
16,The Martian,Andy Weir,4.7,10.41,51405,Paperback,2015,Fiction
17,"Oh, the Places You'll Go!  ",Dr. Seuss,4.9,8.48,42848,Hardcover,2015,Fiction
18,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,4.5,4.44,5687,Paperback,2015,Fiction
19,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,26368,Board book,2015,Fiction
20,The Day the Crayons Quit,Drew Daywalt,4.8,9.19,19898,Hardcover,2015,Fiction
21,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,14.03,31128,Paperback,2015,Non-Fiction
22,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,4.9,7.53,31196,Hardcover,2015,Non-Fiction
23,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,8.55,13911,Paperback,2015,Non-Fiction
24,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",E L James,4.5,12.76,37799,Paperback,2015,Fiction
25,Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,5.99,5114,Paperback,2015,Non-Fiction
26,How to Win Friends & Influence People,Dale Carnegie,4.7,10.5,79094,Paperback,2015,Non-Fiction
27,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,7.57,69866,Paperback,2015,Non-Fiction
28,Balance (Angie's  Extreme Stress Menders),Angie Grace,4.6,11.95,2270,Paperback,2015,Non-Fiction
29,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.7,5.38,5205,Paperback,2015,Non-Fiction
30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,25.99,14418,Hardcover,2015,Non-Fiction
31,Giraffes Can't Dance,Giles Andreae,4.8,6.9,28447,Board book,2015,Fiction
32,Wonder,R. J. Palacio,4.8,9.67,35698,Hardcover,2015,Fiction
33,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,17.99,9187,Paperback,2015,Non-Fiction
34,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,86676,Paperback,2015,Non-Fiction
35,Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,16,19284,Hardcover,2015,Non-Fiction
36,Love You Forever,Robert Munsch,4.9,4.98,53161,Paperback,2015,Fiction
37,The Very Hungry Caterpillar,Eric Carle,4.9,4.93,54008,Board book,2015,Fiction
38,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,24.29,12674,Paperback,2015,Non-Fiction
39,Between the World and Me,Ta-Nehisi Coates,4.7,12.92,20038,Hardcover,2015,Non-Fiction
40,Baby Touch and Feel: Animals,DK,4.7,5.67,10680,Board book,2015,Non-Fiction
41,The Book with No Pictures,B. J. Novak,4.8,9.9,16882,Hardcover,2015,Fiction
42,The Wright Brothers,David McCullough,4.7,14.5,7924,Hardcover,2015,Non-Fiction
43,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,4.6,5.38,2601,Paperback,2015,Non-Fiction
44,The Nightingale: A Novel,Kristin Hannah,4.8,16.26,99932,Hardcover,2015,Fiction
45,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",Ree Drummond,4.8,14.44,8083,Hardcover,2015,Non-Fiction
46,What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.8,8.73,6169,Hardcover,2015,Fiction
47,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,19.39,6646,Hardcover,2015,Non-Fiction
48,Harry Potter Coloring Book,Scholastic,4.8,14.39,10136,Paperback,2015,Non-Fiction
49,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,9.99,19371,Paperback,2015,Non-Fiction
50,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,14.68,15554,Hardcover,2015,Non-Fiction
51,Diary of a Minecraft Zombie Book 1: A Scare of A Dare,Zack Zombie,4.7,5.71,12855,Paperback,2015,Fiction
52,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,4.5,6.79,18656,Paperback,2015,Fiction
53,Lost Ocean: An Inky Adventure and Coloring Book for Adults,Johanna Basford,4.7,14.95,8066,Paperback,2015,Non-Fiction
54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,20.72,6296,Hardcover,2015,Non-Fiction
55,The Official SAT Study Guide,The College Board,4.4,41,1526,Paperback,2015,Non-Fiction
56,10-Day Green Smoothie Cleanse,JJ Smith,4.7,9.05,32825,Paperback,2015,Non-Fiction
57,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brene Brown,4.7,6.92,29674,Paperback,2015,Non-Fiction
58,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,4.59,33598,Board book,2015,Fiction
59,The Day the Crayons Came Home,Drew Daywalt,4.9,13.64,5389,Hardcover,2015,Fiction
60,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,13.3,18840,Hardcover,2015,Non-Fiction
61,Paper Towns,John Green,4.4,7.68,10316,Paperback,2015,Fiction
62,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,12.79,33629,Paperback,2015,Non-Fiction
63,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),Laurence J. Kotlikoff,4.2,12,3094,Hardcover,2015,Non-Fiction
64,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)",Rick Riordan,4.7,11.46,7465,Hardcover,2015,Fiction
65,Dragons Love Tacos,Adam Rubin,4.8,8.95,15753,Hardcover,2015,Fiction
66,Fahrenheit 451,Ray Bradbury,4.6,8.29,34955,Paperback,2015,Fiction
67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,9.48,24552,Paperback,2015,Non-Fiction
68,Potty (Leslie Patricelli board books),Leslie Patricelli,4.7,7.99,12933,Board book,2015,Fiction
69,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,4.6,22.49,3834,Hardcover,2015,Non-Fiction
70,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.6,19.71,11006,Hardcover,2015,Non-Fiction
71,The Going-To-Bed Book,Sandra Boynton,4.8,3.97,15393,Board book,2015,Fiction
72,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",Ali Maffucci,4.4,12.88,3754,Paperback,2015,Non-Fiction
73,Mystical Mandala Coloring Book (Dover Mandala Coloring Books),Alberta Hutchinson,4.5,3.99,2944,Paperback,2015,Non-Fiction
74,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.7,144,12114,Paperback,2015,Non-Fiction
75,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.6,6.99,4838,Paperback,2015,Fiction
76,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,Phil McGraw,4,12.74,8313,Hardcover,2015,Non-Fiction
77,Night (Night),Elie Wiesel,4.7,5.49,8573,Paperback,2015,Non-Fiction
78,What to Expect When You're Expecting,Heidi Murkoff,4.8,18,29389,Paperback,2015,Non-Fiction
79,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,4.9,15.79,11859,Hardcover,2015,Non-Fiction
80,The Road to Character,David Brooks,4.4,12.99,3074,Hardcover,2015,Non-Fiction
81,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,4.8,4.98,12738,Board book,2015,Non-Fiction
82,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,13.29,94750,Paperback,2015,Fiction
83,Guess How Much I Love You,Sam McBratney,4.8,13.95,5890,Board book,2015,Fiction
84,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",Valentina Harper,4.7,9.99,1797,Paperback,2015,Non-Fiction
85,Little Blue Truck,Alice Schertle,4.9,9.99,1958,Board book,2015,Fiction
86,The Outsiders,S. E. Hinton,4.8,9.49,30584,Paperback,2015,Fiction
87,"Thinking, Fast and Slow",Daniel Kahneman,4.6,11.29,29732,Paperback,2015,Non-Fiction
88,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,4.6,7.5,6281,Paperback,2015,Non-Fiction
89,George Orwell,George Orwell,4.7,7.48,72441,Mass Market Paperback,2015,Fiction
90,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,4.7,20.97,9891,Paperback,2015,Non-Fiction
91,Emotional Intelligence 2.0,Travis Bradberry,4.5,14.98,10429,Hardcover,2015,Fiction
92,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,4.6,10.4,1862,Hardcover,2015,Non-Fiction
93,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book) (Press Here by Herve Tullet)",Herve Tullet,4.8,13.48,13598,Hardcover,2015,Non-Fiction
94,Little Blue Truck board book,Alice Schertle,4.9,8.22,8204,Board book,2015,Non-Fiction
95,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.55,47193,Board book,2015,Fiction
96,A Long Walk to Water: Based on a True Story,Linda Sue Park,4.7,6.78,16131,Paperback,2015,Fiction
97,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,4.7,25.64,33321,Mass Market Paperback,2015,Fiction
98,Rogue Lawyer: A Novel,John Grisham,4.2,13.32,17686,Hardcover,2015,Fiction
