Rank,Title,Author,Ratings,Price,No_of_Reviews,Cover_Type,Year_of_List,Genre
29,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,5.72,28308,Board book,2018,Non-Fiction
30,The Pout-Pout Fish,Deborah Diesen,4.9,4.98,23576,Board book,2018,Fiction
31,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.5,6.99,20363,Paperback,2018,Non-Fiction
32,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,24.29,12674,Paperback,2018,Non-Fiction
33,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,26369,Board book,2018,Fiction
34,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8.48,42848,Hardcover,2018,Fiction
35,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,4.9,9.99,15853,Hardcover,2018,Fiction
36,Goodnight Moon,Margaret Wise Brown,4.9,5.36,24815,Board book,2018,Fiction
37,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,16.65,20620,Hardcover,2018,Non-Fiction
38,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,4.6,8.49,12524,Paperback,2018,Fiction
39,How to Win Friends & Influence People,Dale Carnegie,4.7,10.5,79094,Paperback,2018,Non-Fiction
40,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,9.99,18456,Hardcover,2018,Fiction
41,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,4.4,8.7,13295,Paperback,2018,Non-Fiction
42,Milk and Honey,Rupi Kaur,4.7,7.38,46407,Paperback,2018,Non-Fiction
43,Little Fires Everywhere,Celeste Ng,4.5,12.75,56899,Hardcover,2018,Fiction
44,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,8.99,7513,Paperback,2018,Non-Fiction
45,The President Is Missing: A Novel,James Patterson,4.4,14.75,23987,Hardcover,2018,Fiction
46,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,5.99,66846,Paperback,2018,Non-Fiction
47,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",Dr. Steven R Gundry  MD,4.4,20.49,8375,Hardcover,2018,Non-Fiction
48,Ready Player One: A Novel,Ernest Cline,4.7,11,45965,Paperback,2018,Fiction
49,Fahrenheit 451,Ray Bradbury,4.6,8.29,34955,Paperback,2018,Fiction
50,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,12.5,6919,Hardcover,2018,Non-Fiction
51,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,13.29,94750,Paperback,2018,Fiction
52,Wonder,R. J. Palacio,4.8,9.67,35698,Hardcover,2018,Fiction
53,To Kill a Mockingbird,Harper Lee,4.8,7.19,68842,Paperback,2018,Fiction
54,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,14.68,15544,Hardcover,2018,Non-Fiction
55,The Keto Diet: The Complete Guide to a High-Fat Diet,Leanne Vogel ,4.4,15.99,7732,Paperback,2018,Non-Fiction
56,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,Bob Goff,4.8,11.29,6586,Paperback,2018,Non-Fiction
57,Before We Were Yours: A Novel,Lisa Wingate,4.7,12.63,41193,Hardcover,2018,Fiction
58,The Reckoning: A Novel,John Grisham,4.2,15.4,21594,Hardcover,2018,Fiction
59,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.55,47194,Board book,2018,Fiction
60,Beneath a Scarlet Sky: A Novel,Mark Sullivan,4.7,13.46,66012,Paperback,2018,Fiction
61,What to Expect When You're Expecting,Heidi Murkoff,4.8,12.7,29389,Paperback,2018,Non-Fiction
62,Principles: Life and Work,Ray Dalio,4.6,16.29,12018,Hardcover,2018,Non-Fiction
63,Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.7,9.49,20795,Hardcover,2018,Non-Fiction
64,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4.99,10751,Paperback,2018,Non-Fiction
65,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,4.7,21.99,10982,Hardcover,2018,Non-Fiction
66,The Official SAT Study Guide,The College Board,4.5,12.97,2345,Paperback,2018,Non-Fiction
67,Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,4.6,4.99,21068,Paperback,2018,Non-Fiction
68,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,9.48,24552,Paperback,2018,Non-Fiction
69,The Outsider: A Novel,Stephen King,4.6,14.89,25395,Hardcover,2018,Fiction
70,Where the Crawdads Sing,Delia Owens,4.7,12.39,344811,Hardcover,2018,Fiction
71,D&D Dungeon Master's Guide (Dungeons & Dragons Core Rulebook),Wizards RPG,4.9,27.97,26151,Hardcover,2018,Fiction
72,Sapiens: A Brief History of Humankind,Yuval Harari,4.6,15.5,65838,Paperback,2018,Non-Fiction
73,Love You Forever,Robert Munsch,4.9,4.98,53161,Paperback,2018,Fiction
74,Dragons Love Tacos,Adam Rubin,4.8,8.95,15753,Hardcover,2018,Fiction
75,The Woman in the Window: A Novel,A. J. Finn,4.4,14.18,38250,Hardcover,2018,Fiction
76,D&D Monster Manual (Dungeons & Dragons Core Rulebook),Wizards RPG,4.9,26.9,22559,Hardcover,2018,Fiction
77,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,4.6,15.9,9484,Paperback,2018,Non-Fiction
78,StrengthsFinder 2.0,Gallup,4.1,18.29,7082,Hardcover,2018,Non-Fiction
79,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),Jocko Willink,4.8,14.49,26082,Hardcover,2018,Non-Fiction
80,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,4.8,14.35,4750,Hardcover,2018,Non-Fiction
81,How to Draw 101 Animals (1),Dan Green,4.7,4.99,24653,Paperback,2018,Non-Fiction
82,The Sun and Her Flowers,Rupi Kaur,4.8,9,16958,Paperback,2018,Non-Fiction
83,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,8.32,28111,Hardcover,2018,Non-Fiction
84,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,4.4,8.94,15796,Paperback,2018,Non-Fiction
85,Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan Sayres,4.8,7,13755,Board book,2018,Fiction
86,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,17.99,9187,Paperback,2018,Non-Fiction
87,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",Reese Witherspoon,4.7,15.74,4743,Hardcover,2018,Non-Fiction
88,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),Viktor E. Frankl,4.7,18.5,53306,Paperback,2018,Non-Fiction
89,The Great Alone: A Novel,Kristin Hannah,4.7,14.4,44690,Hardcover,2018,Fiction
90,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11.88,24427,Hardcover,2018,Non-Fiction
91,Cravings: Hungry for More: A Cookbook,Chrissy Teigen,4.8,14.42,6748,Hardcover,2018,Non-Fiction
92,The Handmaid's Tale,Margaret Atwood,4.4,14.35,60681,Paperback,2018,Fiction
93,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brene Brown,4.7,6.92,29674,Paperback,2018,Non-Fiction
94,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,4.5,6.79,18656,Paperback,2018,Fiction
95,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,11.4,55928,Paperback,2018,Non-Fiction
96,"Gmorning, Gnight!: Little Pep Talks for Me & You",Lin-Manuel Miranda,4.8,10.99,4789,Hardcover,2018,Non-Fiction
97,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,8.99,94095,Mass Market Paperback,2018,Non-Fiction
98,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,11.58,29897,Hardcover,2018,Non-Fiction
99,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.9,38.86,91629,Paperback,2018,Fiction
100,Xanathar's Guide to Everything (Dungeons & Dragons),Dungeons & Dragons,4.9,32.99,20036,Hardcover,2018,Fiction
1,Where the Crawdads Sing,Delia Owens,4.7,12.39,344811,Hardcover,2019,Fiction
2,Becoming,Michelle Obama,4.8,16.5,123276,Hardcover,2019,Non-Fiction
3,Educated: A Memoir,Tara Westover,4.7,13,69406,Hardcover,2019,Non-Fiction
4,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,6.43,23639,Hardcover,2019,Fiction
5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,11.51,27338,Hardcover,2019,Non-Fiction
6,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,7.76,27986,Hardcover,2019,Fiction
7,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,8.96,18630,Hardcover,2019,Fiction
8,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8.55,25148,Hardcover,2019,Fiction
9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,5.99,66846,Paperback,2019,Non-Fiction
10,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,7.57,69866,Paperback,2019,Non-Fiction
11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,9.98,14255,Hardcover,2019,Non-Fiction
12,The Wonky Donkey,Craig Smith,4.8,5.28,74725,Paperback,2019,Fiction
13,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,14.35,80328,Hardcover,2019,Non-Fiction
14,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,5.99,28840,Paperback,2019,Non-Fiction
15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,16.65,20620,Hardcover,2019,Non-Fiction
16,The Very Hungry Caterpillar,Eric Carle,4.9,4.93,54008,Board book,2019,Fiction
17,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",Adir Levy,4.8,11.89,22169,Hardcover,2019,Fiction
18,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,23.55,17297,Hardcover,2019,Non-Fiction
19,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,6.99,32091,Paperback,2019,Non-Fiction
20,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,86676,Paperback,2019,Non-Fiction
21,Unfreedom of the Press,Mark R. Levin,4.9,12.99,9263,Hardcover,2019,Non-Fiction
22,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,9.99,18456,Hardcover,2019,Fiction
23,Giraffes Can't Dance,Giles Andreae,4.8,6.9,28447,Board book,2019,Fiction
24,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4.14,69538,Board book,2019,Fiction
25,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8.48,42848,Hardcover,2019,Fiction
26,Howard Stern Comes Again,Howard Stern,4.5,17.51,7960,Hardcover,2019,Non-Fiction
27,Guts: A Graphic Novel,Raina Telgemeier,4.8,5.9,13983,Paperback,2019,Non-Fiction
28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,8.32,28111,Hardcover,2019,Non-Fiction
29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)",J. K. Rowling,4.9,21.52,24882,Hardcover,2019,Fiction
30,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,8.72,17839,Hardcover,2019,Non-Fiction
31,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,4.4,8.7,13295,Paperback,2019,Non-Fiction
32,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,11.4,55928,Paperback,2019,Non-Fiction
33,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,6.99,27801,Paperback,2019,Non-Fiction
34,Goodnight Moon,Margaret Wise Brown,4.9,5.36,24815,Board book,2019,Fiction
35,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,6.98,28721,Paperback,2019,Non-Fiction
36,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,4.99,20061,Paperback,2019,Non-Fiction
37,Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9.25,16341,Hardcover,2019,Fiction
38,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,22.95,45713,Hardcover,2019,Fiction
39,The Silent Patient,Alex Michaelides,4.5,12.99,135163,Hardcover,2019,Fiction
40,"5,000 Awesome Facts (About Everything!)",National Kids,4.8,11.97,19088,Hardcover,2019,Non-Fiction
41,To Kill a Mockingbird,Harper Lee,4.8,7.19,68842,Paperback,2019,Fiction
42,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,8.45,35414,Paperback,2019,Non-Fiction
43,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,12.98,12922,Hardcover,2019,Non-Fiction
44,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,20.35,60784,Hardcover,2019,Non-Fiction
45,The Guardians: A Novel,John Grisham,4.5,13.73,35843,Hardcover,2019,Fiction
46,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,5.72,28308,Board book,2019,Non-Fiction
47,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11.88,24427,Hardcover,2019,Non-Fiction
48,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.55,47194,Board book,2019,Fiction
49,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,4.7,9.99,30623,Hardcover,2019,Fiction
50,The Mueller Report,The Washington Post,4.5,9.63,4086,Paperback,2019,Non-Fiction
51,Zen as F*ck (Zen as F*ck Journals),Monica Sweeney,4.7,13.49,23862,Paperback,2019,Non-Fiction
52,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,8.99,94095,Mass Market Paperback,2019,Non-Fiction
53,The Institute: A Novel,Stephen King,4.7,14.67,33465,Hardcover,2019,Fiction
54,The Testaments: The Sequel to The Handmaid's Tale,Margaret Atwood,4.6,14.99,30465,Hardcover,2019,Fiction
55,Super Deluxe Essential Handbook (Pokémon): The Need-to-Know Stats and Facts on Over 800 Characters,Scholastic,4.8,17.07,20986,Paperback,2019,Non-Fiction
56,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.5,6.99,20363,Paperback,2019,Non-Fiction
57,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",Brighter Child,4.8,2.99,49404,Cards,2019,Non-Fiction
58,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,11.98,84079,Hardcover,2019,Non-Fiction
59,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,11.58,29897,Hardcover,2019,Non-Fiction
60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brene Brown,4.7,6.92,29674,Paperback,2019,Non-Fiction
61,Sapiens: A Brief History of Humankind,Yuval Harari,4.6,15.5,29698,Paperback,2019,Non-Fiction
62,What to Expect When You're Expecting,Heidi Murkoff,4.8,12.7,29389,Paperback,2019,Non-Fiction
63,Where the Crawdads Sing,Delia Owens,4.7,13.99,344811,Paperback,2019,Fiction
64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,9.87,11620,Paperback,2019,Non-Fiction
65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,13.29,94750,Paperback,2019,Fiction
66,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,24.29,12674,Paperback,2019,Non-Fiction
67,The Pout-Pout Fish,Deborah Diesen,4.9,4.98,23576,Board book,2019,Fiction
68,Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,4.5,13.38,15461,Hardcover,2019,Non-Fiction
69,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,26396,Board book,2019,Fiction
70,The Overstory: A Novel,Richard Powers,4.4,14.29,16428,Paperback,2019,Fiction
71,Fahrenheit 451,Ray Bradbury,4.6,8.29,34955,Paperback,2019,Fiction
72,StrengthsFinder 2.0,Gallup,4.1,18.29,7082,Hardcover,2019,Non-Fiction
73,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.8,18.14,58074,Hardcover,2019,Non-Fiction
74,Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,4.5,8.31,59925,Paperback,2019,Fiction
75,Me: Elton John Official Autobiography,Elton John,4.8,14.71,21207,Hardcover,2019,Non-Fiction
76,The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,4.7,11.99,10495,Hardcover,2019,Non-Fiction
77,The Tattooist of Auschwitz: A Novel,Heather Morris,4.7,9.57,55794,Paperback,2019,Fiction
78,People of Walmart Adult Coloring Book: Rolling Back Dignity,Andrew Kipple,4.7,10.99,10544,Paperback,2019,Non-Fiction
79,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,4.5,6.79,18656,Paperback,2019,Fiction
80,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America's Test Kitchen Kids,4.8,13,19201,Hardcover,2019,Non-Fiction
81,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel Maddow,4.8,8.6,8470,Hardcover,2019,Non-Fiction
82,Love You Forever,Robert Munsch,4.9,4.98,53161,Paperback,2019,Fiction
83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,4.4,8.94,15796,Paperback,2019,Non-Fiction
84,The Giving Tree,Shel Silverstein,4.9,8.14,27476,Hardcover,2019,Fiction
85,Dragons Love Tacos,Adam Rubin,4.8,8.95,15753,Hardcover,2019,Fiction
86,How to Win Friends & Influence People,Dale Carnegie,4.7,10.5,79094,Paperback,2019,Non-Fiction
87,Magnolia Table,Joanna Gaines,4.8,16.59,32326,Hardcover,2019,Non-Fiction
88,The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),Dr. Jason Fung,4.6,16.95,25528,Paperback,2019,Non-Fiction
89,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",Mary Pope Osborne,4.8,11,19363,Paperback,2019,Fiction
90,Then She Was Gone: A Novel,Lisa Jewell,4.5,8.09,49979,Paperback,2019,Fiction
91,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,4.4,13.98,7648,Hardcover,2019,Non-Fiction
92,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4,11.66,38588,Paperback,2019,Fiction
93,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,4.7,21.99,10982,Hardcover,2019,Non-Fiction
94,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,9.48,24544,Paperback,2019,Non-Fiction
95,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),Tish Rabe,4.8,5.98,24728,Hardcover,2019,Non-Fiction
96,How to Draw 101 Animals (1),Dan Green,4.7,4.99,24653,Paperback,2019,Non-Fiction
98,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,4.6,15.9,9484,Paperback,2019,Non-Fiction
99,The Outsiders,S. E. Hinton,4.8,9.49,30584,Paperback,2019,Fiction
100,The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,Crazy Corey,4.6,6.99,16760,Paperback,2019,Non-Fiction
1,A Promised Land,Barack Obama,4.9,16.53,125017,Hardcover,2020,Non-Fiction
2,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,12.93,119796,Hardcover,2020,Non-Fiction
3,Where the Crawdads Sing,Delia Owens,4.7,12.39,344811,Hardcover,2020,Fiction
4,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,4.07,77319,Paperback,2020,Non-Fiction
5,Midnight Sun,Stephenie Meyer,4.8,19.99,81203,Hardcover,2020,Fiction
6,Untamed,Glennon Doyle,4.6,14.89,53688,Hardcover,2020,Non-Fiction
7,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4.14,69538,Board book,2020,Fiction
8,White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,8.15,47837,Paperback,2020,Non-Fiction
9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,5.99,66846,Paperback,2020,Non-Fiction
10,The Room Where It Happened: A White House Memoir,John Bolton,4.3,14.75,53448,Hardcover,2020,Non-Fiction
11,The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,4.7,13.99,50700,Hardcover,2020,Fiction
12,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,4.9,6.48,43881,Hardcover,2020,Fiction
13,The Very Hungry Caterpillar,Eric Carle,4.9,4.93,54008,Board book,2020,Fiction
14,Becoming,Michelle Obama,4.8,16.5,123276,Hardcover,2020,Non-Fiction
15,How to Be an Antiracist,Ibram X. Kendi,4.7,13.51,25333,Hardcover,2020,Non-Fiction
16,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,7.74,86676,Paperback,2020,Non-Fiction
17,Rage,Bob Woodward,4.6,11.07,34424,Hardcover,2020,Non-Fiction
18,Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,14.34,40983,Hardcover,2020,Non-Fiction
19,Greenlights,Matthew McConaughey,4.7,15.35,59400,Hardcover,2020,Non-Fiction
20,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,6.99,32091,Paperback,2020,Non-Fiction
21,American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,4.6,12.77,109386,Hardcover,2020,Fiction
22,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,10.35,108231,Hardcover,2020,Fiction
23,Little Fires Everywhere: A Novel,Celeste Ng,4.5,9.99,56899,Paperback,2020,Fiction
24,The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,7.38,44139,Hardcover,2020,Fiction
25,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,11.98,84079,Hardcover,2020,Non-Fiction
26,I Love You to the Moon and Back,Amelia Hepworth,4.9,4.31,60075,Board book,2020,Fiction
27,How to Catch a Mermaid,Adam Wallace,4.8,5.23,29836,Hardcover,2020,Fiction
28,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,14.9,29763,Hardcover,2020,Non-Fiction
29,How to Catch a Unicorn,Adam Wallace,4.8,5.22,32100,Hardcover,2020,Fiction
30,Giraffes Can't Dance,Giles Andreae,4.8,6.9,28447,Board book,2020,Fiction
31,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,4.55,53719,Board book,2020,Fiction
32,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,7.57,69866,Paperback,2020,Non-Fiction
33,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,4.9,17,26429,Hardcover,2020,Non-Fiction
34,The Vanishing Half: A Novel,Brit Bennett,4.4,12.32,96411,Hardcover,2020,Fiction
35,Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,4.8,18.78,16897,Hardcover,2020,Fiction
36,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,9.95,42410,Paperback,2020,Non-Fiction
37,The Wonky Donkey,Craig Smith,4.8,5.28,74725,Paperback,2020,Fiction
38,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,11.4,55928,Paperback,2020,Non-Fiction
39,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,7.2,21490,Paperback,2020,Non-Fiction
40,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,8.95,18971,Paperback,2020,Non-Fiction
41,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",Adir Levy,4.8,11.89,22169,Hardcover,2020,Fiction
43,The Silent Patient,Alex Michaelides,4.5,12.99,135163,Hardcover,2020,Fiction
44,The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,5.99,20572,Paperback,2020,Fiction
45,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,4.59,37840,Board book,2020,Fiction
46,Live Free Or Die: America (and the World) on the Brink,Sean Hannity,4.8,13.45,24460,Hardcover,2020,Non-Fiction
47,Burn After Writing,Sharon Jones,4.6,6.99,78273,Paperback,2020,Non-Fiction
48,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,14.34,21319,Hardcover,2020,Non-Fiction
